,gamma,mode,vmax,IL6max,Q,emax,v4,vtype
0,3.599999999999999,1,42.47313617583903,836.4134392657354,7.802117332517362,8.757328628951017,1.2188372214054701,SARS-CoV-2
1,3.599999999999999,1,15.314559611187843,811.9738906086785,7.861007685469359,7.24050259777794,1.3141949834034872,SARS-CoV-2
2,3.599999999999999,1,210.63794864828873,834.0332143332636,7.662753924841608,11.35695186155825,0.6672866927647425,SARS-CoV-2
3,3.599999999999999,1,191.38232139005936,909.1757806805446,7.594243463628807,11.633818933138613,1.3131405536177827,SARS-CoV-2
4,3.599999999999999,1,5.24684677172682,875.2583235562969,7.769139442015498,13.180848361793874,0.7876348167221474,SARS-CoV-2
5,3.599999999999999,1,83.39991683781595,739.0493636243664,7.950625078220018,12.962720425594124,1.0793531410702117,SARS-CoV-2
6,3.599999999999999,1,21.231824840430694,671.8927611806762,8.097804726993294,10.78309198196182,0.9990172311006987,SARS-CoV-2
7,3.599999999999999,1,3.7618045975108996,549.2795377428146,8.346770439036344,11.214664783007409,0.7955579681536805,SARS-CoV-2
8,3.599999999999999,1,7.432616794136531,561.4834206861036,8.320099972122696,9.95865836822584,0.8331573044820008,SARS-CoV-2
9,3.599999999999999,1,137.07931728593684,571.9194607764092,8.18581681143872,14.189677162023129,0.6882543769580003,SARS-CoV-2
10,3.599999999999999,1,218.16705090619848,842.606434496678,7.6405435238136405,11.77373074252498,1.3901540502200362,SARS-CoV-2
11,3.599999999999999,1,23.01002961089402,532.2409709972209,8.364315507825989,14.791932032994795,1.3362758000684627,SARS-CoV-2
12,3.599999999999999,1,68.0177774288506,900.4655122988326,7.668130838709531,9.227061888392482,1.6386610575636353,SARS-CoV-2
13,3.599999999999999,1,297.88183882171955,983.9408413819747,7.306688858987762,10.858650670766167,1.233384548052601,SARS-CoV-2
14,3.599999999999999,1,148.38724982195262,765.6251628470116,7.830540707857589,19.473758696200182,0.6931797301330715,SARS-CoV-2
15,3.599999999999999,1,41.27209059289333,726.7397145321479,7.987147043443054,9.978940840558245,0.7430165489949274,SARS-CoV-2
16,3.599999999999999,1,76.39444416052675,878.1396223122284,7.730173273716876,10.593127405387705,0.9338425310519173,SARS-CoV-2
17,3.599999999999999,1,45.556334766049055,816.6284750395994,7.846387652845531,15.665944755893635,0.8640287663991382,SARS-CoV-2
18,3.599999999999999,1,33.33212462249463,906.1516710157196,7.700309432876613,14.400203618589552,1.2607294977808132,SARS-CoV-2
19,3.599999999999999,1,14.759640397823105,848.3819580130255,7.801304777543824,11.54049293043563,0.6698941408427732,SARS-CoV-2
20,3.599999999999999,1,1.8995595027546504,874.2123857440444,7.771935920236866,9.104750658556032,1.102161423651666,SARS-CoV-2
21,3.599999999999999,1,512.4487665012942,840.3022417077245,7.430173957896474,8.550562817174686,0.9877422409223542,SARS-CoV-2
22,3.599999999999999,1,143.5456167322481,899.6402639117639,7.655580902881194,8.71180544891936,1.0049491217415432,SARS-CoV-2
23,3.599999999999999,1,193.7388655634523,912.252169492109,7.577061010737056,10.715376470565143,0.7929006653443444,SARS-CoV-2
24,3.599999999999999,1,26.720212202777684,822.3956324679202,7.847390482439462,23.262943874561344,0.6186986217415581,SARS-CoV-2
25,3.599999999999999,1,84.88776732915994,981.1485022089946,7.570663658195511,9.008980466181125,0.9279382623368547,SARS-CoV-2
26,3.599999999999999,1,9.943100392120522,977.7788451314191,7.610806035794914,6.610414389030965,0.9345858668399448,SARS-CoV-2
27,3.599999999999999,1,26.603537554849776,996.3155784298334,7.575074625129541,11.152279150201755,1.2106429020393874,SARS-CoV-2
28,3.599999999999999,1,45.153598649566625,550.9721765771651,8.324782256644944,22.2371573997931,1.110675669325696,SARS-CoV-2
29,3.599999999999999,1,5.810732212206047,717.5740789370427,8.03031497235886,10.494492275456345,0.6129181134006385,SARS-CoV-2
30,3.599999999999999,1,45.3254618873766,744.9249587603945,7.9474395055888785,11.837063748662581,0.7136265184507351,SARS-CoV-2
31,3.599999999999999,1,1.8753497733196758,985.3178100804477,7.60344007173961,8.05872714256388,0.8851088534769201,SARS-CoV-2
32,3.599999999999999,1,1.4468493989740936,896.3913299754976,7.737051350765491,8.56925496679584,0.7608045550204637,SARS-CoV-2
33,3.599999999999999,1,132.55501330031302,848.82948882682,7.6904604702329,12.853570853069735,1.0773682759588479,SARS-CoV-2
34,3.599999999999999,1,12.015791277851696,864.8704975787506,7.782041554474219,9.07764088993352,0.6518346191872579,SARS-CoV-2
35,3.599999999999999,1,20.736385213356822,516.5668172289794,8.395095912588753,12.846122931899439,0.6913045582989423,SARS-CoV-2
36,3.599999999999999,1,68.96422613819828,844.381833953986,7.776338907513175,11.889118493146217,1.3133045836566097,SARS-CoV-2
37,3.599999999999999,1,10.164846906675102,786.8244720280204,7.907730233475078,6.960455901844558,0.5700988114193138,SARS-CoV-2
38,3.599999999999999,1,31.762767590017685,657.4540487050701,8.121602711010715,11.304373295943817,0.5493961424049778,SARS-CoV-2
39,3.599999999999999,1,70.48045446842788,853.7101634841081,7.766853174237153,9.518044431213074,1.4658414331567404,SARS-CoV-2
40,3.599999999999999,1,11.659561728865013,993.891092148588,7.579260058768436,6.649732328974148,1.1118684236423957,SARS-CoV-2
41,3.599999999999999,1,4.612135405332842,555.0797565290046,8.330005706411047,7.2605139226711515,0.5201726720494653,SARS-CoV-2
42,3.599999999999999,1,365.7628880550766,800.6208032443196,7.6804986548466525,13.692554226199771,1.2633095416053037,SARS-CoV-2
43,3.599999999999999,1,3.1565185652463055,899.8966638932018,7.731926898497278,20.177408785663587,1.020497530761996,SARS-CoV-2
44,3.599999999999999,1,62.03404949136383,704.3455941776587,8.013296269681383,12.022363245868934,0.7321965858345244,SARS-CoV-2
45,3.599999999999999,1,36.7563719039847,715.2426040034338,8.020112152712832,12.848683439166425,0.6635867582381223,SARS-CoV-2
46,3.599999999999999,1,114.43652215659223,823.7576875467712,7.778616579510071,8.270658023889219,0.6459059836632521,SARS-CoV-2
47,3.599999999999999,1,12.05821179754439,680.5647863680325,8.08762542737704,12.934143593123716,0.537449769161757,SARS-CoV-2
48,3.599999999999999,1,50.842530704146476,395.0479113823737,8.640514985046131,10.907961628976286,0.9182033455031763,SARS-CoV-2
49,3.599999999999999,1,45.73075944799939,831.9990601377419,7.81503677334134,12.90864753033328,1.3988378192418078,SARS-CoV-2
50,3.599999999999999,1,96.1359782022024,816.8185428570879,7.81080426653196,13.843701044802645,1.0271359195812488,SARS-CoV-2
51,3.599999999999999,1,452.49530308118136,725.8899355424513,7.699810950935109,13.832876195945964,1.1469977215131701,SARS-CoV-2
52,3.599999999999999,1,15.365390582065082,790.0074597575751,7.902376370230193,13.262458321913739,0.9864025227368345,SARS-CoV-2
53,3.599999999999999,1,8.77478079577952,714.5822683270965,8.035219290466657,7.824951069841795,0.7330615410315708,SARS-CoV-2
54,3.599999999999999,1,17.162993939517694,921.1020636073329,7.692257790489227,6.9565674591106665,1.5068749463750828,SARS-CoV-2
55,3.599999999999999,1,128.43294946515746,877.2332577626197,7.706454809265485,9.561035701781156,1.4980716045469797,SARS-CoV-2
56,3.599999999999999,1,24.15545803623444,787.2072674708041,7.896619351594153,11.053792572491126,0.9303748350578572,SARS-CoV-2
57,3.599999999999999,1,595.8528396256295,890.8356918225523,7.3702056764273305,13.382661142334857,1.0163786193748978,SARS-CoV-2
58,3.599999999999999,1,291.29114545636,978.9642061060453,7.459079539370945,14.930084572263382,0.6449882919774286,SARS-CoV-2
59,3.599999999999999,1,4.956016291966206,889.3211001756599,7.746982788336453,10.791862328864601,1.1987773359466076,SARS-CoV-2
60,3.599999999999999,1,327.32575117206227,926.7112496549007,7.463384710933911,25.532265531633858,0.9343487614964665,SARS-CoV-2
61,3.599999999999999,1,9.106094412391244,838.2119629295829,7.825444194674687,11.17908480604482,1.0891455850985836,SARS-CoV-2
62,3.599999999999999,1,53.115119266409,692.3053191456886,8.031375077358252,16.15655710229762,0.7237687994917651,SARS-CoV-2
63,3.599999999999999,1,21.77646630179313,538.3553540291316,8.35444268210102,17.592006505166797,1.4306065582032523,SARS-CoV-2
64,3.599999999999999,1,19.86074183629288,680.2845974130058,8.083811931185362,16.74526611091687,1.309739009831449,SARS-CoV-2
65,3.599999999999999,1,146.75692534450565,803.2626051097305,7.736556399064768,8.291481441446473,1.2510469379774518,SARS-CoV-2
66,3.599999999999999,1,38.522308683157874,969.0655698372169,7.597085321664414,11.8306496108405,1.111657060553882,SARS-CoV-2
67,3.599999999999999,1,97.60776518356415,872.5969757484485,7.694728244954455,16.12813419174962,1.522346530725422,SARS-CoV-2
68,3.599999999999999,1,6.9741238431751515,743.5204248082989,7.985547812306707,7.452261953482678,1.0131855350033545,SARS-CoV-2
69,3.599999999999999,1,11.642762024387933,428.24739852518877,8.592997402859949,49.03949719426046,1.0469160803121236,SARS-CoV-2
70,3.599999999999999,1,17.107926429059653,585.5926361974543,8.266466854942767,35.11816643022973,1.1651021831205126,SARS-CoV-2
71,3.599999999999999,1,43.44214348513664,836.0479852836378,7.808388102417759,14.411113372033942,1.3267404252681596,SARS-CoV-2
72,3.599999999999999,1,90.35775303771626,586.6646382494141,8.14299195855327,9.97099528468754,0.8656401657259711,SARS-CoV-2
73,3.599999999999999,1,22.38358316440212,460.47974077340103,8.518081312284702,8.87890070704464,0.5997328889504452,SARS-CoV-2
74,3.599999999999999,1,26.642868958572553,675.5418502782968,8.093217207614547,11.366790851374752,1.344648577184435,SARS-CoV-2
75,3.599999999999999,1,2.3665131971055864,792.4101087680194,7.9045927399562865,16.7618981586654,1.03787249507195,SARS-CoV-2
76,3.599999999999999,1,10.314590898478393,655.8745121092085,8.134195680739744,9.661713011660064,1.0563605207033158,SARS-CoV-2
77,3.599999999999999,1,10.433522713569532,552.0223816210188,8.337243177215997,14.827432946848457,0.8456613486418478,SARS-CoV-2
78,3.599999999999999,1,23.44580206441616,953.0977177466388,7.638287256011367,10.525025303181339,1.1643447377102996,SARS-CoV-2
79,3.599999999999999,1,27.307036694996906,957.3592607121457,7.6313426832771745,8.710386934684033,1.6644289138825181,SARS-CoV-2
80,3.599999999999999,1,6.040871163397022,813.0393065722986,7.867058358061118,7.657734237345388,1.0807121750835857,SARS-CoV-2
81,3.599999999999999,1,6.628174153124159,642.1343883744097,8.16686141348713,15.183350821839133,0.7701019946979534,SARS-CoV-2
82,3.599999999999999,1,265.85976551253515,940.2494154525976,7.385111239266987,30.433548293678356,1.608538862537371,SARS-CoV-2
83,3.599999999999999,1,119.60101768987442,746.9485499358615,7.9171225739636,10.185487075491304,1.0483240602444595,SARS-CoV-2
84,3.599999999999999,1,380.6571505516642,951.0664914532185,7.413083703880822,14.946465438422342,1.3029211126242153,SARS-CoV-2
85,3.599999999999999,1,22.505444043459207,677.0430642087333,8.082818727012459,12.218038508249654,0.6817201915845499,SARS-CoV-2
86,3.599999999999999,1,24.689875478492983,883.1069960262573,7.74242141003484,8.991161602646464,0.8861557735883828,SARS-CoV-2
87,3.599999999999999,1,631.6267050237672,969.1092624442095,7.29076985097239,11.507012680668232,0.6988891569345567,SARS-CoV-2
88,3.599999999999999,1,523.265101668068,777.5789657688106,7.614075832465925,13.816933770695398,1.0511844038675737,SARS-CoV-2
89,3.599999999999999,1,91.31630045541735,800.714407388684,7.798643653033741,10.288366103995193,1.5372384212815318,SARS-CoV-2
90,3.599999999999999,1,10.711603757812126,932.2279207727439,7.6732588613347685,6.109093227896898,0.757672503292659,SARS-CoV-2
91,3.599999999999999,1,889.6640078843375,888.5927159617181,6.9762161286829425,6.326404372740944,1.0539280103813493,SARS-CoV-2
92,3.599999999999999,1,59.86174075988451,782.3639038822483,7.878404721365673,14.636680788543385,0.6254081640829361,SARS-CoV-2
93,3.599999999999999,1,81.18743164295343,476.37253039904834,8.452268506514619,17.501845675681622,0.7994010903246376,SARS-CoV-2
94,3.599999999999999,1,1.9276909829012072,894.1076035665128,7.740983614511792,10.60448887849806,0.847963577381922,SARS-CoV-2
95,3.599999999999999,1,19.877807785124897,403.2109306278895,8.642470656552787,19.918429995285763,0.8083460061029074,SARS-CoV-2
96,3.599999999999999,1,190.3990456342164,834.9841055030141,7.763145208012636,17.853095161695027,1.2642794740892438,SARS-CoV-2
97,3.599999999999999,1,226.42632502031597,952.7985776443661,7.485858935861545,10.745018647430882,0.639050757027052,SARS-CoV-2
